0,es2019wdjgi,11/11/2019,20:14:46,20:14:46,37.2727,-7.8875,8 ,1.7 ,mbLg ,  ,N S. BRAS DE ALPORTEL.POR,
1,es2019wcsfa,11/11/2019,11:38:03,11:38:03,37.2713,-13.3278,  ,4.1 ,M(mb) ,  ,AZORES-CABO DE SAN VICENTE,
2,es2019wcqsf,11/11/2019,10:52:47,10:52:47,44.5450,4.6754,7 ,4.4 ,M(mb) ,  ,SW MONTELIMAR.FRA,
3,es2019wccgw,11/11/2019,03:35:14,03:35:14,36.9986,-5.1413,11 ,1.7 ,mbLg ,  ,NE ALCALÁ DEL VALLE.CA,
4,es2019wccbd,11/11/2019,03:28:39,03:28:39,36.1225,-9.7105,37 ,3.6 ,mbLg ,  ,SW CABO DE SAN VICENTE,
5,es2019wcand,11/11/2019,02:41:57,02:41:57,42.1704,-2.3321,6 ,2.1 ,mbLg ,  ,SE ZARZOSA.LO,
6,es2019wbxqo,11/11/2019,01:15:01,01:15:01,37.0568,-5.2904,8 ,2.0 ,mbLg ,  ,W VILLANUEVA DE SAN JUAN.SE,
7,es2019wbxio,11/11/2019,01:05:42,01:05:42,36.3475,-3.8122,18 ,1.7 ,mbLg ,  ,ALBORÁN NORTE,
8,es2019wbwfg,11/11/2019,00:31:30,00:31:30,36.9383,-5.4822,20 ,1.7 ,mbLg ,  ,E PUERTO SERRANO.CA,
9,es2019wbrxh,10/11/2019,22:21:01,22:21:01,37.0586,-5.1461,5 ,1.5 ,mbLg ,  ,NE VILLANUEVA DE SAN JUAN.SE,
10,es2019wbrvq,10/11/2019,22:19:05,22:19:05,37.0386,-5.1667,9 ,1.7 ,mbLg ,  ,SE VILLANUEVA DE SAN JUAN.SE,
11,es2019wbqmf,10/11/2019,21:37:48,21:37:48,37.0548,-5.3544,7 ,1.8 ,mbLg ,  ,SE MORÓN DE LA FRONTERA.SE,
12,es2019wbpqi,10/11/2019,21:12:18,21:12:18,37.0453,-5.3194,10 ,1.9 ,mbLg ,  ,NW PRUNA.SE,
13,es2019wbpjo,10/11/2019,21:04:23,21:04:23,37.7202,-3.3497,29 ,1.5 ,mbLg ,  ,E BÉLMEZ DE LA MORALEDA.J,
14,es2019wbirj,10/11/2019,17:41:21,17:41:21,36.9913,-5.2449,6 ,1.7 ,mbLg ,  ,NW PRUNA.SE,
15,es2019wbdcm,10/11/2019,14:52:27,14:52:27,40.7679,-8.1710,  ,2.3 ,mbLg ,  ,N OLIVEIRA DE FRADES.POR,
16,es2019wbaca,10/11/2019,13:21:01,13:21:01,37.1238,-3.5560,  ,1.9 ,mbLg ,  ,SW MONACHIL.GR,
17,es2019wavhi,10/11/2019,10:55:40,10:55:40,36.8397,-8.1341,26 ,2.4 ,mbLg ,  ,GOLFO DE CÁDIZ,
18,es2019warya,10/11/2019,09:13:52,09:13:52,38.1516,-3.2345,8 ,2.0 ,mbLg ,  ,SE NAVAS DE SAN JUAN.J,
19,es2019waecv,10/11/2019,02:15:04,02:15:04,35.7809,-4.7228,10 ,2.4 ,mbLg ,  ,ALBORÁN OESTE,
20,es2019vzusq,09/11/2019,21:30:31,21:30:31,35.9986,-4.5435,76 ,2.3 ,mb ,  ,ALBORÁN OESTE,
21,es2019vzmap,09/11/2019,17:07:03,17:07:03,36.9740,-5.1081,4 ,1.8 ,mbLg ,  ,NE ALCALÁ DEL VALLE.CA,
22,es2019vzbij,09/11/2019,11:42:42,11:42:42,36.4326,-3.9679,  ,1.6 ,mbLg ,  ,ALBORÁN NORTE,
23,es2019vyrvb,09/11/2019,06:54:27,06:54:27,36.3674,-8.2602,4 ,1.9 ,mbLg ,  ,GOLFO DE CÁDIZ,
24,es2019vypds,09/11/2019,05:33:37,05:33:37,37.2168,-3.9436,  ,1.9 ,mbLg ,  ,NE MORALEDA DE ZAFAYONA.GR,
25,es2019vyocj,09/11/2019,05:01:45,05:01:45,43.9633,2.8059,18 ,2.3 ,mbLg ,  ,SW MILLAU.FRA,
26,es2019vygew,09/11/2019,01:02:13,01:02:13,42.9998,-0.0510,1 ,2.4 ,mbLg ,  ,S LOURDES.FRA,
27,es2019vybxv,08/11/2019,22:52:45,22:52:45,36.9683,-5.1512,  ,1.6 ,mbLg ,  ,NE ALCALÁ DEL VALLE.CA,
28,es2019vybwe,08/11/2019,22:50:50,22:50:50,37.0618,-5.2387,2 ,1.7 ,mbLg ,  ,W VILLANUEVA DE SAN JUAN.SE,
29,es2019vxsnt,08/11/2019,18:08:14,18:08:14,35.1561,-3.9880,10 ,2.4 ,mbLg ,  ,NW TAMASSINT.MAC,
30,es2019vxqck,08/11/2019,16:54:24,16:54:24,36.4415,-7.7250,3 ,2.3 ,mbLg ,  ,GOLFO DE CÁDIZ,
31,es2019vxkrw,08/11/2019,14:10:32,14:10:32,37.0625,-5.2126,  ,2.2 ,mbLg ,  ,NW VILLANUEVA DE SAN JUAN.SE,
32,es2019vxkgh,08/11/2019,13:57:06,13:57:06,37.0594,-5.2632,4 ,1.8 ,mbLg ,  ,W VILLANUEVA DE SAN JUAN.SE,
33,es2019vxiqq,08/11/2019,13:08:31,13:08:31,38.7402,-0.9312,6 ,1.8 ,mbLg ,  ,NW CAÑADA.A,
34,es2019vxinh,08/11/2019,13:04:38,13:04:38,37.0609,-7.2401,3 ,2.0 ,mbLg ,  ,GOLFO DE CÁDIZ,
35,es2019vxbgn,08/11/2019,09:24:41,09:24:41,42.2386,-11.7125,40 ,4.5 ,mb ,  ,ATLÁNTICO-GALICIA,
36,es2019vwznb,08/11/2019,08:31:33,08:31:33,40.7967,-8.1319,  ,2.7 ,mbLg ,  ,NW S. PEDRO DO SUL.POR,
37,es2019vwzdn,08/11/2019,08:20:35,08:20:35,35.2640,-11.5756,40 ,4.7 ,mb ,  ,SW CABO DE SAN VICENTE,
38,es2019vwscr,08/11/2019,04:47:20,04:47:20,36.4750,-9.8957,33 ,2.5 ,mbLg ,  ,SW CABO DE SAN VICENTE,
39,es2019vwmmh,08/11/2019,01:56:45,01:56:45,39.1246,-10.8612,30 ,4.0 ,mbLg ,  ,ATLÁNTICO-PORTUGAL,
40,es2019vwlpg,08/11/2019,01:29:51,01:29:51,42.2134,-2.3389,1 ,2.2 ,mbLg ,  ,N ZARZOSA.LO,
41,es2019vwjgr,08/11/2019,00:19:14,00:19:14,36.4629,-9.9485,34 ,2.8 ,mbLg ,  ,SW CABO DE SAN VICENTE,
42,es2019vwhio,07/11/2019,23:20:50,23:20:50,37.0379,-5.1818,4 ,1.7 ,mbLg ,  ,SW VILLANUEVA DE SAN JUAN.SE,
43,es2019vwhar,07/11/2019,23:11:55,23:11:55,28.1473,-16.6664,10 ,1.5 ,mbLg ,  ,SW VILAFLOR DE CHASNA.ITF,
44,es2019vwfqt,07/11/2019,22:29:44,22:29:44,37.0617,-5.2562,4 ,1.7 ,mbLg ,  ,W VILLANUEVA DE SAN JUAN.SE,
45,es2019vwcli,07/11/2019,20:52:30,20:52:30,36.3763,-4.2083,8 ,1.9 ,mbLg ,  ,ALBORÁN OESTE,
46,es2019vvbyh,07/11/2019,07:29:19,07:29:19,36.8763,-5.2571,12 ,1.8 ,mbLg ,  ,SW TORRE ALHÁQUIME.CA,
47,es2019vuyes,07/11/2019,05:35:36,05:35:36,43.5894,-13.9200,  ,3.9 ,M(mb) ,  ,ATLÁNTICO,
48,es2019vukxk,06/11/2019,22:53:05,22:53:05,37.9581,-0.6952,3 ,1.5 ,mbLg , II ,SW TORREVIEJA.A,
49,es2019vujzu,06/11/2019,22:25:31,22:25:31,37.0202,-7.8507,4 ,1.6 ,mbLg ,  ,SW OLHAO.POR,
50,es2019vtrih,06/11/2019,12:59:36,12:59:36,36.9818,-5.1862,12 ,1.8 ,mbLg ,  ,E PRUNA.SE,
51,es2019vtnvi,06/11/2019,11:13:34,11:13:34,36.9414,-5.2210,8 ,1.6 ,mbLg ,  ,NE TORRE ALHÁQUIME.CA,
52,es2019vtany,06/11/2019,04:30:59,04:30:59,41.9054,-7.1897,7 ,1.5 ,mbLg ,  ,E VILARDEVÓS.OU,


